# perft_suite_960_mid.txt - Chess960 MIDGAME positions where castling is legal.
#
#   ./perft --make all -d 4 -f perft_suite_960_mid.txt
#   ./perft --check --nobulk --make all -d 3 -f perft_suite_960_mid.txt
#
# perft_suite_960.txt holds the 960 START positions, and they are nearly useless for castling:
# it is not even reachable in the four plies that suite runs. These are positions where the back
# rank has opened up, king and rooks are still home, and castling is legal RIGHT NOW - including
# the cases where the rook's castling destination is its own square.
#
# Generated by walking random legal moves with STOCKFISH (not libchess, so the positions do not
# depend on the generator under test), keeping only positions where some legal move is the king
# moving onto one of its own rooks. Counts from Stockfish under UCI_Chess960.
#
# Two batches from different seeds, 900 positions. The first found both defects below; the
# second was generated afterwards, independently, and passed clean - which is the evidence that
# the fixes are complete rather than merely fitted to the cases that exposed them.
#
# Defect 1 (move generation): castling legality tested the king's path against attacks computed
# with the castling ROOK STILL IN PLACE. In Chess960 the rook can have an enemy slider behind it
# on the back rank - white king d1, white rook b1, BLACK QUEEN a1 - so castling queenside vacates
# b1 and the queen then attacks c1. libchess generated d1b1; Stockfish did not. Standard chess
# cannot produce this, because the queenside rook starts on a1 with nothing behind it.
#
# Defect 2 (make/unmake): undo_move() restored the castling rook to its source before clearing
# its destination, and in Chess960 those can be the same square. See perft_suite_960.txt.
nnrk1br1/pp1b2pq/3p3p/2p1pP2/2P1P3/PN3P2/1PRPK2P/1N2BBRQ b gc - 4 9 ;D1 29 ;D2 902 ;D3 26218 ;D4 836108
bqr1knr1/p1pp2pp/4pb2/PpP2p2/B7/2RPP1P1/1P3n1P/BQ2KNNR b Hc - 0 9 ;D1 41 ;D2 1135 ;D3 45292 ;D4 1269329
bnrb2kr/pp2ppq1/3n4/2pp2pp/N1PP1P2/1P4P1/P3P1KP/B1RBNQ1R b hc - 0 8 ;D1 38 ;D2 1215 ;D3 46917 ;D4 1534862
bqk1rrnb/1Npppp1p/6p1/pn6/4Q3/P1P4P/1P1PPPP1/B2RKRNB w FD - 1 11 ;D1 39 ;D2 1086 ;D3 39400 ;D4 1133266
b1n1kbnr/1rpp1ppp/8/ppN1p3/4PNq1/P1PB4/1PQP1PPP/B1R1K2R w H - 4 11 ;D1 34 ;D2 1368 ;D3 45129 ;D4 1760528
qbrkbr1n/p1p2ppp/3p4/1p1npN2/P7/1P6/Q1PPPPPP/1BRKBRN1 w FCfc - 0 6 ;D1 29 ;D2 794 ;D3 21501 ;D4 615490
qnrn2kr/p1pp2pp/5pb1/1p2p3/N4P2/b6P/PPPPP1PR/QN1RBBK1 b hc - 1 6 ;D1 41 ;D2 1008 ;D3 40365 ;D4 1032209
bq1rkr1b/1p2npp1/2p1pn2/3pP2p/p7/PNPP1PPN/1PQ4P/B2R1RKB b f - 0 11 ;D1 28 ;D2 757 ;D3 21227 ;D4 588487
b3kbnr/ppprpppp/n2p4/8/1P1Pq2P/5N2/P1P1BPP1/BNQRK2R w HDh - 2 7 ;D1 35 ;D2 1221 ;D3 42925 ;D4 1480237
nbkr1rqn/ppp1pppB/3p4/7p/1P3P2/2P4b/PB1PP1PP/N2RKRQN w FD - 0 6 ;D1 37 ;D2 928 ;D3 34143 ;D4 884949
nbrkbqrn/p1pp3p/1p4p1/4pp2/1P3PPP/8/P1PPP3/NBRKBQRN w GCgc - 0 5 ;D1 25 ;D2 649 ;D3 18154 ;D4 494220
bnr1krnb/pppp2pp/8/4ppq1/2P5/5PPP/PP1PP3/BNRQKRNB b FCfc - 0 4 ;D1 37 ;D2 774 ;D3 28193 ;D4 656959
nqbr1krb/pppppppp/8/8/3P1n1P/8/PPP1PPP1/NQ1RKNRB w GD - 0 4 ;D1 24 ;D2 646 ;D3 15532 ;D4 414012
q1rknbbr/1pp1pppp/2n5/p2p4/7P/6B1/PPPPPPP1/QNRKNB1R w HChc - 2 4 ;D1 26 ;D2 630 ;D3 17196 ;D4 444479
nqbrkbr1/ppp1p1pp/3p2nB/5p2/8/3P4/PPP1PPPP/NQ1RKBRN w GDgd - 0 4 ;D1 28 ;D2 624 ;D3 17180 ;D4 411357
bn1rkrqb/ppppppp1/4Q1np/8/8/6P1/PPPPP2P/BNNRKR1B w FDfd - 2 6 ;D1 50 ;D2 975 ;D3 45842 ;D4 966998
bbrnqkr1/2pppnpp/p4p2/1p6/3PPP2/8/PPP2NPP/BBRNQRK1 b gc - 0 5 ;D1 28 ;D2 732 ;D3 21199 ;D4 601855
nr1k1bnr/pb3p2/2q1p3/1p1p2pp/1PP3P1/B4P2/P2PP2P/1R1KQBNR w HBhb - 0 10 ;D1 26 ;D2 1066 ;D3 27845 ;D4 1110971
rnbb1krn/pp1q1p1p/2p1p1p1/3p3P/8/N3PP2/PPPPB1P1/R1B1QKRN w GAga - 0 7 ;D1 29 ;D2 842 ;D3 24781 ;D4 733147
q1bnn1kr/ppbppr2/2p3p1/B4p1p/5P2/1P1P4/P1P1P1PP/QB1NNRKR b HFh - 1 7 ;D1 30 ;D2 924 ;D3 26339 ;D4 815571
r1kn2bq/bpp3pp/1n1p1r2/p3pp2/5PN1/Q1P4P/PP1PPNP1/RBK1R3 w EAa - 6 12 ;D1 36 ;D2 1144 ;D3 42218 ;D4 1343300
rqbk2rb/1p3ppp/p1ppp1n1/3n4/P4P1P/2PQ2N1/1P1PPNP1/R1BK2RB b GAga - 1 8 ;D1 33 ;D2 1098 ;D3 34442 ;D4 1155925
rnbkr2n/p1pp3q/1p2pPpp/8/2P3P1/5R1P/PbNP1P2/R1BK1BQN b Aea - 0 10 ;D1 30 ;D2 965 ;D3 29294 ;D4 966294
nqrkbnrb/1p1pppp1/8/p1p4p/3P2P1/P7/1PP1PP1P/NQRKBNRB w GCgc - 0 4 ;D1 34 ;D2 1017 ;D3 34964 ;D4 1079026
qr1kb1r1/pppp1pp1/1n2p1nb/7p/P1PN1P2/1P1P4/4P1PP/QR1KBBRN b gb - 2 11 ;D1 28 ;D2 949 ;D3 24920 ;D4 850468
bnkrqnrb/4pp2/p2p3p/1pp3p1/8/NPQP3P/PBP1PPP1/2RK1NRB w GC - 0 8 ;D1 33 ;D2 1110 ;D3 38421 ;D4 1285028
b2nrkrb/1p1npp1p/pqp3p1/3p4/N4P2/4P1R1/PPPP2PP/B1QN1RKB b ge - 1 9 ;D1 34 ;D2 844 ;D3 28072 ;D4 755763
rkrq2bn/2pp1ppp/p2np3/1pb3Q1/2P1PN2/2R5/PP1P2PP/RK3BBN w Aca - 0 8 ;D1 53 ;D2 1677 ;D3 84417 ;D4 2726664
2bqkb1r/1p1p3p/r1p1p1p1/p2nNp2/4N3/P1P1P1P1/1PQP1PBP/R1B1K2R w HAh - 1 13 ;D1 39 ;D2 1347 ;D3 51850 ;D4 1736380
r5kr/ppp2pp1/n1q1n3/3pp3/Pb1P2bp/4B1P1/1N2PPBP/RN2Q1KR b HAha - 0 11 ;D1 55 ;D2 1753 ;D3 93325 ;D4 3039083
bn1rkbrn/p1p1pppp/qp1p4/8/3P4/4P1NP/PPP2PP1/BNQRKBR1 b GDgd - 0 4 ;D1 36 ;D2 965 ;D3 33379 ;D4 941969
bbrnqkrB/1ppp4/4p1n1/5Bpp/pPP5/8/P2PPPPP/2RNQKRN b GCgc - 1 8 ;D1 26 ;D2 927 ;D3 25399 ;D4 868938
rnbbkrqn/ppp1p3/5p2/2Qp2pp/1P6/N4P2/P1PPP1PP/R1BBKR1N w FAfa - 0 5 ;D1 38 ;D2 1034 ;D3 37919 ;D4 1061090
rnbk2rb/ppp3p1/4p1n1/q2p1p1p/6PP/P3PP2/1PPP3N/RNBKQ1RB b Aga - 3 11 ;D1 34 ;D2 793 ;D3 27590 ;D4 691513
1br2rbn/p1p1kpp1/3ppnq1/1pQ4p/1P1B1P2/8/P1PPP1PP/1BRKNR1N w FC - 8 9 ;D1 41 ;D2 1140 ;D3 45036 ;D4 1279310
b2k1rnb/ppr1pppn/2p3p1/8/PP1p2P1/3PP2q/Q1P2P2/B1RKN1RB w Cf - 3 11 ;D1 34 ;D2 1051 ;D3 33527 ;D4 1038942
3rk1nb/1bppp1pp/5r2/P3npP1/1p6/4P2N/P1PP1P1P/QNBR1RKB b d - 5 11 ;D1 42 ;D2 1170 ;D3 44875 ;D4 1315898
nbrnkrbq/p1ppp2p/1p6/5pp1/3P4/PP6/1NP1PPPP/NBR1KRBQ w FCfc - 0 5 ;D1 22 ;D2 638 ;D3 14885 ;D4 458286
nrbnqkrb/p2pppp1/2p5/1p4Pp/2P5/1N6/PP1PPP1P/1RBNQKRB w GBgb - 0 5 ;D1 30 ;D2 658 ;D3 20351 ;D4 469026
r1b1k1r1/3pp1pp/1b4n1/1Pp2p2/p2P3n/P2Q1Pq1/RP1BPN1P/3BKNR1 b Gga - 1 12 ;D1 44 ;D2 1448 ;D3 59610 ;D4 2017210
b1qrn1nr/4p1kp/p2p1p2/1pp1b1p1/1PP3P1/P2BPN2/1Q1P1P1P/B2RNK1R w HD - 0 11 ;D1 35 ;D2 1162 ;D3 40499 ;D4 1363262
nbrkbqrn/pppppp1p/8/6p1/P6P/5P2/1PPPP1P1/NBRKBQRN w GCgc - 1 4 ;D1 22 ;D2 502 ;D3 12259 ;D4 310722
n1r2kbr/5ppp/1p1b4/1Pp1p3/3pP3/NP3P2/2RP1BPP/N2BQK1R b Hhc - 1 12 ;D1 20 ;D2 541 ;D3 11047 ;D4 310448
1brkbrnn/p1ppp1pp/1p6/5B2/2q4P/4P1P1/PP1P1P2/Q1RKBRNN b FCfc - 0 5 ;D1 46 ;D2 1216 ;D3 50849 ;D4 1403855
2nbrkrn/2p1pppp/pq1p4/1p6/3PbP2/1N6/PPP1P1PP/BQ1BRKRN w GEge - 0 6 ;D1 20 ;D2 661 ;D3 13841 ;D4 445051
nrk1brn1/ppbp2p1/4p3/2p3qp/7P/1NP2PPN/PP1PP3/2KRB1RQ b fb - 4 11 ;D1 43 ;D2 934 ;D3 37561 ;D4 902008
b2rqkrn/1p1pppp1/1np2B2/p3b2p/PP2P3/3N2N1/2PP1PPP/1B1RQKR1 b GDgd - 0 6 ;D1 28 ;D2 836 ;D3 21129 ;D4 652944
bnnrk1rb/1p1p1p1p/p1p5/2q1p1p1/8/3P1P2/PPPNPQPP/BN1R1RKB b gd - 3 6 ;D1 39 ;D2 1000 ;D3 35757 ;D4 993135
rnbqk2r/ppppppbp/5np1/8/PP3P2/4P3/2PP2PP/RNBQKBNR b HAha - 0 4 ;D1 26 ;D2 829 ;D3 23108 ;D4 752341
bnr1k1nq/p1p4p/3p1bp1/1p2p1p1/5rP1/2NP4/PPPKPPQP/B1RB1R2 b c - 0 9 ;D1 40 ;D2 1199 ;D3 44395 ;D4 1293609
qnbr2kr/pp1pppnp/6p1/1B6/1p6/N3P3/P1PP1PPP/2BRN1KR w HDhd - 0 6 ;D1 26 ;D2 632 ;D3 16619 ;D4 420096
nnrkbbrq/p1p2pBp/3pp3/1p6/8/3PP3/PPP2PPP/NNRK1BRQ w GCgc - 0 5 ;D1 30 ;D2 750 ;D3 22193 ;D4 614048
nrk1b1rb/pp1p1Bpp/6n1/2p5/P4p2/2P1P1P1/1PNP1BRP/1RKQ1N2 b Bgb - 4 11 ;D1 23 ;D2 770 ;D3 18254 ;D4 624601
nnr1k1b1/p1pp1ppr/3b2Q1/1pP1p1qp/7P/1P6/P2PPPPR/NNR1KBB1 b Cc - 6 7 ;D1 32 ;D2 1154 ;D3 34850 ;D4 1219509
nq1brkbr/npppppp1/7p/8/1p3PP1/8/P1PPPB1P/NQNBRK1R w HEhe - 0 5 ;D1 30 ;D2 621 ;D3 19410 ;D4 434773
bnrn1qrb/pp1p2pp/4p1k1/5p2/1P1p4/2N2P2/P1P1PNPP/B1R1KQRB w GC - 0 7 ;D1 27 ;D2 884 ;D3 24141 ;D4 789940
bqrk1br1/p1pppppp/1p1n2n1/7N/P7/8/1PPPPPPP/BQRKNBR1 w GCgc - 1 4 ;D1 24 ;D2 722 ;D3 18628 ;D4 566331
b1nr1kr1/p2pppp1/1pp1n3/4b2p/4P1P1/PNP1N3/1P1PP2P/BBR2KRQ w Ggd - 7 12 ;D1 31 ;D2 984 ;D3 31035 ;D4 961374
bbrkn1rq/p1pN2p1/4p2p/1p1p1P2/7n/8/PPPPPPNP/BBRK2RQ w GCgc - 2 8 ;D1 30 ;D2 709 ;D3 21840 ;D4 557985
1qnrb1kr/ppnp1p1p/4B3/2p1p1p1/1P2P3/b2N2P1/P1PP1P1P/NQ1RB1KR b HDhd - 2 7 ;D1 28 ;D2 815 ;D3 22757 ;D4 662730
b1rkn1rq/pp1ppp1p/4n3/2p3p1/6P1/6b1/PPPPPPNP/BBRK1NRQ w GCgc - 0 5 ;D1 24 ;D2 982 ;D3 24964 ;D4 992964
1r2bkrb/p2ppppp/8/1pp5/3n1P1B/P2P3P/1nP1PNB1/QRN2KR1 b gb - 0 10 ;D1 31 ;D2 884 ;D3 26287 ;D4 841011
br2qrn1/p1kppppp/2p3n1/b7/1p5N/4PB2/PPPP1PPP/BRK1QR1N w FB - 6 7 ;D1 26 ;D2 805 ;D3 21920 ;D4 674171
rk2rb1n/p1p1p1pp/4qp1B/1p1p1b2/1nBP3P/P3P3/RKP2PP1/3NR1QN b ea - 5 12 ;D1 38 ;D2 1091 ;D3 40857 ;D4 1184852
1rbqn1kr/1pp1ppbp/pn1p2p1/P7/6P1/4P2B/1PPP1P1P/NRBQN1KR w HBhb - 1 6 ;D1 22 ;D2 678 ;D3 16078 ;D4 500334
rk5b/pprnpppp/4bn2/1Pp5/P3p1P1/R2q1B2/1KPP1P1P/1R1QBNN1 b a - 7 11 ;D1 42 ;D2 1014 ;D3 41322 ;D4 1070158
1rk1rb1n/pppppbq1/1n5p/5p1N/4PPpB/2PP4/PP4PP/NRKR1BQ1 b DBb - 0 9 ;D1 35 ;D2 1083 ;D3 36886 ;D4 1187983
brk3rb/1pp1p1pp/p2p4/1n3p2/1PP2nP1/3NP2P/1KRP4/B3RNQB b b - 0 12 ;D1 30 ;D2 925 ;D3 26649 ;D4 885963
q1rkbnrb/pppp1p1p/n3p1p1/8/8/P4P2/QPPPP1PP/1NKRBNRB b gc - 0 4 ;D1 26 ;D2 626 ;D3 16364 ;D4 428030
b1r1qk1n/pppp2rp/2n3pP/4ppP1/1P6/3P4/P1P1P1P1/BNRBQKRN w GCc - 1 10 ;D1 27 ;D2 709 ;D3 19966 ;D4 523331
1brnk1rn/1Qp1pq2/5p2/pp1p2p1/4bP1p/3PP1P1/PPP4P/BBRNK1RN w GCgc - 2 11 ;D1 33 ;D2 1104 ;D3 36495 ;D4 1211900
brkq1br1/pppp1p1p/2n3n1/4p1p1/5P2/1PPP4/PN2PNPP/BRK1QBR1 w GBgb - 3 7 ;D1 29 ;D2 977 ;D3 27637 ;D4 923631
brq2br1/p1ppknpp/1p2p1n1/5p2/2PQ4/P2P4/1PN1PPPP/BR1K1BRN w GB - 3 9 ;D1 35 ;D2 1077 ;D3 37063 ;D4 1157581
nb1rqkrn/ppp1ppp1/3pb2P/8/8/8/PPPPPP1P/NBBRQKRN w GDgd - 1 4 ;D1 26 ;D2 739 ;D3 19540 ;D4 572019
brnqknrb/ppppp1p1/5p2/8/4P2p/2P3N1/PP1PQPPP/BRN1K1RB w GB - 0 6 ;D1 30 ;D2 601 ;D3 18521 ;D4 394573
bnrkqr1b/ppp1ppp1/3p2n1/7p/4P1N1/2P5/PPKP1PPP/BNR1Q1RB b c - 0 5 ;D1 26 ;D2 666 ;D3 18166 ;D4 483888
qr2bkrn/bp1pp2p/2n2p2/p1N3p1/2PP4/4PBP1/PP3PKP/QR2B1RN b gb - 0 9 ;D1 29 ;D2 950 ;D3 27096 ;D4 885877
n2nbkrb/pr3ppp/1ppp4/7P/4pP2/2QPP1B1/PNP3P1/NR2K1RB b g - 0 12 ;D1 20 ;D2 662 ;D3 13861 ;D4 473765
1nrkrbnq/p1ppp1pp/1p3p2/4Q3/8/5PP1/PPPPP2P/BNRKRBNb b ECec - 0 4 ;D1 20 ;D2 713 ;D3 14464 ;D4 501353
nb1rk1bn/ppp1p1pp/3p3q/5r2/P1PP3P/8/1PBQPP2/N2RKRBN w FDd - 5 11 ;D1 30 ;D2 1338 ;D3 41464 ;D4 1695754
bnq1k1rb/p2rpppp/1pppn3/8/PPP1P2N/4K3/3P1PPP/BNQR2RB b g - 0 9 ;D1 31 ;D2 1031 ;D3 31122 ;D4 1042899
rqbnkr1b/p1p2ppp/4p3/1pP1p3/P7/4P1P1/1P1PP2P/RQBNNKR1 w GA - 0 12 ;D1 31 ;D2 670 ;D3 21256 ;D4 472674
1rqkbbrn/p2pp1p1/2p3p1/np5p/4P3/PNP2P2/1P1P1BPP/R2K1BRN w GAg - 1 12 ;D1 35 ;D2 710 ;D3 24161 ;D4 543559
nbrkr2n/p1ppp2p/5pp1/1p6/5Q1P/2P2P2/Pq1PKBP1/NBR1R2N b ec - 1 12 ;D1 29 ;D2 1280 ;D3 37718 ;D4 1592156
nbrkqn1r/3pp2p/p1p3p1/5p2/pP3P1P/1N1PP3/b1P2QPB/1BRK1N1R w HChc - 0 11 ;D1 29 ;D2 774 ;D3 22355 ;D4 617325
n1rkbqr1/p1b1p1pp/2pp2n1/1p3p2/1P4P1/2P1PP2/P1NPK2P/1BR1BQRN b gc - 0 7 ;D1 26 ;D2 704 ;D3 19609 ;D4 552320
1q4kr/1pp2pnp/pn6/2P2r2/1b1PP3/1Q3P1b/PP4PP/N2NRBKR b HEh - 0 12 ;D1 37 ;D2 1236 ;D3 46187 ;D4 1563222
q1rkbrnb/pppn1pp1/7p/4p3/1Pp4P/2N5/P2PPPP1/1QRKBRNB b FCfc - 0 6 ;D1 22 ;D2 655 ;D3 15336 ;D4 474235
nbrk1qbn/p1ppr1p1/N3p2p/3P1p2/4PP2/1p4N1/PPPR2PP/1BKR1QB1 b c - 1 11 ;D1 23 ;D2 872 ;D3 21687 ;D4 829838
br3krn/3p2pp/p1p2p2/3np2B/P1P1P2P/1N4b1/1P1P1PP1/BR2K1RN w GB - 1 11 ;D1 27 ;D2 809 ;D3 20612 ;D4 603582
rnqn1krb/ppppp3/7p/5ppb/2P5/4N3/PP1PPPPP/RNQ1BKRB b GAga - 1 5 ;D1 35 ;D2 815 ;D3 28272 ;D4 724951
nbrkbn1r/3p1ppq/1pp4p/p3p2N/1P6/P6P/B1PPPPP1/N1KRB1QR b hc - 0 7 ;D1 28 ;D2 806 ;D3 23348 ;D4 681070
nnbqrkrb/ppppp1pp/8/5p2/5P2/3P4/PPPNPRPP/N1BQR1KB b ge - 3 5 ;D1 19 ;D2 458 ;D3 9784 ;D4 247631
br3nqr/1ppk3p/pn2ppp1/2P5/3Pp1B1/PN4P1/1P1N1PQP/BR2K1R1 w B - 0 12 ;D1 34 ;D2 689 ;D3 22923 ;D4 481906
nn1brkrq/1bpppppp/p7/1p6/3P4/5P2/PPPBP1PP/NN1BRKRQ w GEge - 1 4 ;D1 27 ;D2 584 ;D3 15410 ;D4 347568
nb2rk1r/p2b3p/3qp1p1/1ppp2n1/NPP1p3/B2P1PP1/P5QP/NB2R1KR w HE - 2 13 ;D1 36 ;D2 1320 ;D3 44195 ;D4 1632907
bn1rkbnr/1p2pp1p/2p3p1/p1Pp1P2/4q3/7N/PP1PPKPP/BNQR1B1R b hd - 2 7 ;D1 39 ;D2 787 ;D3 29410 ;D4 670123
rbbq1rnn/pp1kp3/2p3Bp/3p4/1P3pPP/1QP2P2/PB1PP3/R3KRNN w FA - 1 10 ;D1 37 ;D2 904 ;D3 32426 ;D4 850425
qr1bbknr/p1pp1p1p/1p2p3/2n3p1/2PP4/PP3N2/4PPPP/QNRBBK1R w HCh - 1 7 ;D1 30 ;D2 949 ;D3 28715 ;D4 922683
qr1nkbbr/npp2ppp/p7/3pp3/P7/2NNP3/1PPP1PPP/QR2KBBR w HBhb - 0 5 ;D1 29 ;D2 744 ;D3 22772 ;D4 602084
nqrkbn1b/p1p2p1p/1p2pNr1/3p3P/8/4P3/PPPP1PP1/NQRKB1RB w GCc - 0 7 ;D1 26 ;D2 709 ;D3 18113 ;D4 521535
bb1rnrk1/1p2ppBp/p2p2n1/2p5/1P6/Q2N1PNP/P1PPq1P1/1B1R2KR w HD - 0 8 ;D1 40 ;D2 1420 ;D3 47036 ;D4 1697581
qrknb1nr/p1p1bppp/1p2p3/3p4/N6P/5R2/PPPPPPP1/QRK1BBN1 w Bhb - 4 6 ;D1 29 ;D2 948 ;D3 27695 ;D4 888331
q1rkrnb1/ppp1pp2/8/2np2pp/3bP3/1P2N1P1/P1PPNP1P/Q1KRR1BB b ec - 0 7 ;D1 36 ;D2 1004 ;D3 35122 ;D4 1005901
